dataset,total_rows,column,dtype,non_null_count,null_count,unique_values,sample_values
ppm_galinaceos_total,22272,D3N,str,22272,0,5,"['Ano', '2021', '2022', '2023', '2024']"
ppm_galinaceos_total,22272,D4C,str,22272,0,2,"['Tipo de rebanho (Código)', '2766']"
ppm_galinaceos_total,22272,D4N,str,22272,0,2,"['Tipo de rebanho', '']"
ppm_galinaceos_total,22272,ano,category,22272,0,4,"[2021, 2022, 2023, 2024]"
ppm_galinhas,22272,NC,str,22272,0,2,"['Nível Territorial (Código)', '6']"
ppm_galinhas,22272,NN,str,22272,0,2,"['Nível Territorial', 'Município']"
ppm_galinhas,22272,MC,str,22272,0,2,"['Unidade de Medida (Código)', '24']"
ppm_galinhas,22272,MN,str,22272,0,2,"['Unidade de Medida', 'Cabeças']"
ppm_galinhas,22272,V,str,22272,0,2,"['Valor', '...']"
ppm_galinhas,22272,D1C,str,22272,0,5568,"['Município (Código)', '1100015', '1100023', '1100031', '1100049']"
ppm_galinhas,22272,D1N,str,22272,0,5568,"['Município', ""Alta Floresta D'Oeste - RO"", 'Ariquemes - RO', 'Cabixi - RO', 'Cacoal - RO']"
ppm_galinhas,22272,D2C,str,22272,0,2,"['Variável (Código)', '105']"
ppm_galinhas,22272,D2N,str,22272,0,2,"['Variável', 'Efetivo dos rebanhos']"
ppm_galinhas,22272,D3C,str,22272,0,5,"['Ano (Código)', '2021', '2022', '2023', '2024']"
ppm_galinhas,22272,D3N,str,22272,0,5,"['Ano', '2021', '2022', '2023', '2024']"
ppm_galinhas,22272,D4C,str,22272,0,2,"['Tipo de rebanho (Código)', '2774']"
ppm_galinhas,22272,D4N,str,22272,0,2,"['Tipo de rebanho', '']"
ppm_galinhas,22272,ano,category,22272,0,4,"[2021, 2022, 2023, 2024]"
ppm_muar,22272,NC,str,22272,0,2,"['Nível Territorial (Código)', '6']"
ppm_muar,22272,NN,str,22272,0,2,"['Nível Territorial', 'Município']"
ppm_muar,22272,MC,str,22272,0,2,"['Unidade de Medida (Código)', '24']"
ppm_muar,22272,MN,str,22272,0,2,"['Unidade de Medida', 'Cabeças']"
ppm_muar,22272,V,str,22272,0,2,"['Valor', '...']"
ppm_muar,22272,D1C,str,22272,0,5568,"['Município (Código)', '1100015', '1100023', '1100031', '1100049']"
ppm_muar,22272,D1N,str,22272,0,5568,"['Município', ""Alta Floresta D'Oeste - RO"", 'Ariquemes - RO', 'Cabixi - RO', 'Cacoal - RO']"
ppm_muar,22272,D2C,str,22272,0,2,"['Variável (Código)', '105']"
ppm_muar,22272,D2N,str,22272,0,2,"['Variável', 'Efetivo dos rebanhos']"
ppm_muar,22272,D3C,str,22272,0,5,"['Ano (Código)', '2021', '2022', '2023', '2024']"
ppm_muar,22272,D3N,str,22272,0,5,"['Ano', '2021', '2022', '2023', '2024']"
ppm_muar,22272,D4C,str,22272,0,2,"['Tipo de rebanho (Código)', '2715']"
ppm_muar,22272,D4N,str,22272,0,2,"['Tipo de rebanho', '']"
ppm_muar,22272,ano,category,22272,0,4,"[2021, 2022, 2023, 2024]"
ppm_ovinos,22272,NC,str,22272,0,2,"['Nível Territorial (Código)', '6']"
ppm_ovinos,22272,NN,str,22272,0,2,"['Nível Territorial', 'Município']"
ppm_ovinos,22272,MC,str,22272,0,2,"['Unidade de Medida (Código)', '24']"
ppm_ovinos,22272,MN,str,22272,0,2,"['Unidade de Medida', 'Cabeças']"
ppm_ovinos,22272,V,str,22272,0,2,"['Valor', '...']"
ppm_ovinos,22272,D1C,str,22272,0,5568,"['Município (Código)', '1100015', '1100023', '1100031', '1100049']"
ppm_ovinos,22272,D1N,str,22272,0,5568,"['Município', ""Alta Floresta D'Oeste - RO"", 'Ariquemes - RO', 'Cabixi - RO', 'Cacoal - RO']"
ppm_ovinos,22272,D2C,str,22272,0,2,"['Variável (Código)', '105']"
ppm_ovinos,22272,D2N,str,22272,0,2,"['Variável', 'Efetivo dos rebanhos']"
ppm_ovinos,22272,D3C,str,22272,0,5,"['Ano (Código)', '2021', '2022', '2023', '2024']"
ppm_ovinos,22272,D3N,str,22272,0,5,"['Ano', '2021', '2022', '2023', '2024']"
ppm_ovinos,22272,D4C,str,22272,0,2,"['Tipo de rebanho (Código)', '2723']"
ppm_ovinos,22272,D4N,str,22272,0,2,"['Tipo de rebanho', '']"
ppm_ovinos,22272,ano,category,22272,0,4,"[2021, 2022, 2023, 2024]"
ppm_suinos_matrizes,22272,NC,str,22272,0,2,"['Nível Territorial (Código)', '6']"
ppm_suinos_matrizes,22272,NN,str,22272,0,2,"['Nível Territorial', 'Município']"
ppm_suinos_matrizes,22272,MC,str,22272,0,2,"['Unidade de Medida (Código)', '24']"
ppm_suinos_matrizes,22272,MN,str,22272,0,2,"['Unidade de Medida', 'Cabeças']"
ppm_suinos_matrizes,22272,V,str,22272,0,2,"['Valor', '...']"
ppm_suinos_matrizes,22272,D1C,str,22272,0,5568,"['Município (Código)', '1100015', '1100023', '1100031', '1100049']"
ppm_suinos_matrizes,22272,D1N,str,22272,0,5568,"['Município', ""Alta Floresta D'Oeste - RO"", 'Ariquemes - RO', 'Cabixi - RO', 'Cacoal - RO']"
ppm_suinos_matrizes,22272,D2C,str,22272,0,2,"['Variável (Código)', '105']"
ppm_suinos_matrizes,22272,D2N,str,22272,0,2,"['Variável', 'Efetivo dos rebanhos']"
ppm_suinos_matrizes,22272,D3C,str,22272,0,5,"['Ano (Código)', '2021', '2022', '2023', '2024']"
ppm_suinos_matrizes,22272,D3N,str,22272,0,5,"['Ano', '2021', '2022', '2023', '2024']"
ppm_suinos_matrizes,22272,D4C,str,22272,0,2,"['Tipo de rebanho (Código)', '2758']"
ppm_suinos_matrizes,22272,D4N,str,22272,0,2,"['Tipo de rebanho', '']"
ppm_suinos_matrizes,22272,ano,category,22272,0,4,"[2021, 2022, 2023, 2024]"
ppm_suinos_total,22272,NC,str,22272,0,2,"['Nível Territorial (Código)', '6']"
ppm_suinos_total,22272,NN,str,22272,0,2,"['Nível Territorial', 'Município']"
ppm_suinos_total,22272,MC,str,22272,0,2,"['Unidade de Medida (Código)', '24']"
ppm_suinos_total,22272,MN,str,22272,0,2,"['Unidade de Medida', 'Cabeças']"
ppm_suinos_total,22272,V,str,22272,0,2,"['Valor', '...']"
ppm_suinos_total,22272,D1C,str,22272,0,5568,"['Município (Código)', '1100015', '1100023', '1100031', '1100049']"
ppm_suinos_total,22272,D1N,str,22272,0,5568,"['Município', ""Alta Floresta D'Oeste - RO"", 'Ariquemes - RO', 'Cabixi - RO', 'Cacoal - RO']"
ppm_suinos_total,22272,D2C,str,22272,0,2,"['Variável (Código)', '105']"
ppm_suinos_total,22272,D2N,str,22272,0,2,"['Variável', 'Efetivo dos rebanhos']"
ppm_suinos_total,22272,D3C,str,22272,0,5,"['Ano (Código)', '2021', '2022', '2023', '2024']"
ppm_suinos_total,22272,D3N,str,22272,0,5,"['Ano', '2021', '2022', '2023', '2024']"
ppm_suinos_total,22272,D4C,str,22272,0,2,"['Tipo de rebanho (Código)', '2740']"
ppm_suinos_total,22272,D4N,str,22272,0,2,"['Tipo de rebanho', '']"
ppm_suinos_total,22272,ano,category,22272,0,4,"[2021, 2022, 2023, 2024]"
